DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,TCGA_subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,PatientID,DepmapModelType,OncotreeCode,PatientMolecularSubtype,AgeCategory,PatientRace,SourceDetail,TreatmentStatus,TreatmentDetails,OnboardedMedia,EngineeredModel,TissueOrigin,CatalogNumber,PlateCoating,ModelDerivationMaterial
ACH-000332,YAPC,YAPC_PANCREAS,YAPC,9099040.0,Male,DSMZ,4.0,"-4,128830922",Adherent,RPMI + 10% FBS,93,CVCL_1794,ascites,Metastatic,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,43.0,SIDM00411,8950.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-Lio3jT,PAAD,PAAD,,Adult,asian,DSMZ,,,MF-001-001,,,ACC 382,,
ACH-000333,JHOM2B,JHOM2B_OVARY,JHOM-2B,,Female,RIKEN,,,Adherent,DMEM + 10% FBS + 100uM NEAA,,CVCL_4645,ovary,Primary,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MISC,56.0,,,,Ovary/Fallopian Tube,ovary_adenocarcinoma,mucinous,,PT-60XjJv,MOV,MOV,,Adult,,RIKEN,,,MF-002-002,,,RCB1682,,
ACH-000334,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DB,9068320.0,Male,ATCC,2.0,"-2,463465041",Suspension,RPMI + 10% FBS,"58,8",CVCL_1168,ascites,Metastatic,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBC,45.0,SIDM00886,11850.0,,Lymphoid,non_hodgkin_lymphoma,DLBCL,,PT-mgfMcU,DLBCLNOS,DLBCLNOS,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2289,,
ACH-000335,MSTO211H,MSTO211H_PLEURA,MSTO-211H,9081520.0,Male,ATCC,2.0,"-2,299388983",Adherent,RPMI + 10% FBS,"80,5",CVCL_1430,pleural_effusion,Metastatic,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",MESO,62.0,SIDM00640,2090.0,,Pleura,mesothelioma,,,PT-MFqmhR,PLBMESO,PLBMESO,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2081,,
ACH-000336,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML3,12904550.0,Male,DSMZ,2.0,"-1,989160656",Suspension,AlphaMEM + 10% FBS,"51,6",CVCL_1844,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,57.0,SIDM00462,3550.0,,Myeloid,AML,M4,,PT-0F4qCF,AML,AML,,Adult,,DSMZ,,,MF-003-001,,,ACC 582,,
ACH-000337,NCIH3122,NCIH3122_LUNG,NCI-H3122,12401900.0,Male,Academic lab,2.0,"-2,765840905",Adherent,RPMI + 10% FBS,"81,5",CVCL_5160,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,,SIDM00137,9180.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-0fXDWz,LUAD,LUAD,,Unknown,,Meyerson (Broad) who received from Minna,,,MF-001-001,,,,,
ACH-000338,SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR-786,9059650.0,Male,DSMZ,0.0,"-1,133971327",Suspension,RPMI + 15% FBS,,CVCL_1711,pleural_effusion,Primary,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,MISC,11.0,SIDM00096,7940.0,,Lymphoid,non_hodgkin_lymphoma,t_cell_ALCL,,PT-khOMVk,ALCLALKP,ALCLALKP,,Pediatric,,DSMZ,,,MF-001-017,,,ACC 369,,
ACH-000339,HCC461,HCC461_LUNG,HCC-461,,Male,Academic lab,3.0,"-4,840238227",Adherent,RPMI + 10% FBS,"93,1",CVCL_5135,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,69.0,,,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-IP75QA,LUAD,LUAD,,Adult,,Meyerson (Broad) who received from Minna,,,MF-001-001,,,,,
ACH-000340,HS870T,HS870T_FIBROBLAST,Hs 870.T,,Male,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0966,fibroblast,,Non-Cancerous,"Fibroblast, Bone",CNTL,22.0,SIDM01749,,,Fibroblast,fibroblast_bone,,,PT-O6FqYe,ZFIBBON,,,Adult,,ATCC,,,MF-002-001,,,CRL-7606,,
ACH-000341,SKNFI,SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,6880870.0,Male,ATCC,2.0,"-2,193279776",Adherent,DMEM + 10% FBS + 100uM NEAA,31,CVCL_1702,bone_marrow,Metastatic,Neuroblastoma,Neuroblastoma,MISC,11.0,SIDM01099,2270.0,,Peripheral Nervous System,neuroblastoma,,,PT-I4N9IW,NBL,NBL,,Pediatric,caucasian,ATCC,,,MF-002-002,,,CRL-2142,,
ACH-000342,CL14,CL14_LARGE_INTESTINE,CL-14,,Male,DSMZ,,,Adherent,DMEM:F12 + 20% FBS,,CVCL_1979,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,,,,,Bowel,colorectal_adenocarcinoma,,,PT-p9FCOx,COAD,COAD,,Unknown,,DSMZ,,,MF-007-019,,,,,
ACH-000343,NCIH522,NCIH522_LUNG,NCI-H522,9059440.0,Male,ATCC,1.0,"-3,580707685",Adherent,RPMI + 10% FBS,"73,3",CVCL_1567,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,58.0,SIDM00116,12240.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-6ukZx4,LUAD,LUAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-5810,,
ACH-000344,SNU668,SNU668_STOMACH,SNU-668,,Male,KCLB,1.0,"-3,345187381",Adherent,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,"40,1",CVCL_5081,ascites,Metastatic,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,STAD,63.0,,,,Esophagus/Stomach,gastric_adenocarcinoma,diffuse_gastric,,PT-KDacEe,DSTAD,DSTAD,,Adult,asian,KCLB,,,MF-001-005,,,00668,,
ACH-000345,KPNRTBM1,KPNRTBM1_AUTONOMIC_GANGLIA,KP-N-RT-BM-1,9241890.0,Female,HSRRB,,,Mixed,RPMI + 10% FBS,,CVCL_1339,bone_marrow,Metastatic,Neuroblastoma,Neuroblastoma,MISC,1.0,SIDM00557,8520.0,,Peripheral Nervous System,neuroblastoma,,MYCN_amp,PT-LZIxuV,NBL,NBL,,Pediatric,,HSRRB,,,MF-001-001,,,,,
ACH-000346,JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,9072700.0,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1320,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,B-Cell Prolymphocytic Leukemia,MISC,73.0,SIDM01012,16320.0,,Lymphoid,CLL,b_cell,,PT-Qpiidf,BPLL,BPLL,,Adult,,DSMZ,,,MF-001-001,,,ACC 18,,
ACH-000347,QGP1,QGP1_PANCREAS,QGP-1,12985340.0,Male,HSRRB,0.0,"-5,903272923",Adherent,RPMI + 10% FBS,"50,2",CVCL_3143,pancreas,Primary,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,MISC,61.0,SIDM00360,4690.0,,Pancreas,endocrine,somatostatinoma,,PT-J6GNwJ,PANET,PANET,,Adult,asian,HSRRB,,,MF-001-001,,,JCRB0183,,
ACH-000348,RPMI7951,RPMI7951_SKIN,RPMI-7951,9109030.0,Female,ATCC,2.0,"-6,135596350",Adherent,RPMI + 10% FBS,"81,2",CVCL_1666,lymph_node,Metastatic,Melanoma,Melanoma,SKCM,18.0,SIDM01087,19090.0,,Skin,melanoma,,,PT-xMEDHc,MEL,MEL,,Adult,caucasian,ATCC,,,MF-001-001,,,HTB-66,,
ACH-000349,HCC1500,HCC1500_BREAST,HCC1500,13039000.0,Female,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1254,breast,Primary,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,MISC,32.0,SIDM00879,6530.0,,Breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,PT-nuy7MI,DCIS,DCIS,,Adult,black_or_african_american,ATCC,,,MF-001-001,,,CRL-2329,,
ACH-000350,COLO678,COLO678_LARGE_INTESTINE,COLO-678,9106890.0,Male,DSMZ,3.0,"-2,078276004",Adherent,RPMI + 10% FBS,"89,3",CVCL_1129,lymph_node,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,69.0,SIDM00957,21480.0,,Bowel,colorectal_adenocarcinoma,,,PT-j0XD5z,COAD,COAD,,Adult,,DSMZ,,,MF-001-001,,,ACC 194,,
ACH-000351,MKN1,MKN1_STOMACH,MKN1,9081380.0,Male,HSRRB,,,Adherent,RPMI + 10% FBS,,CVCL_1415,lymph_node,Metastatic,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,MISC,72.0,SIDM00271,16470.0,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-jfdGU1,STAS,STAS,,Adult,asian,HSRRB,,,MF-001-001,,,JCRB0252,,
ACH-000352,HCC1428,HCC1428_BREAST,HCC1428,12909050.0,Female,ATCC,2.0,"-4,711859729",Adherent,RPMI + 10% FBS,"92,5",CVCL_1252,pleural_effusion,Metastatic,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,49.0,SIDM00881,15670.0,,Breast,breast_carcinoma,ERpos_HER2neg,luminal,PT-jBpXJh,BRCA,BRCA,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL - 2327,,
ACH-000353,TE15,TE15_OESOPHAGUS,TE-15,7536140.0,Female,RIKEN,0.0,"-5,780869785",Adherent,RPMI + 10% FBS,,CVCL_1763,oesophagus,Primary,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCA,58.0,SIDM00249,5750.0,,Esophagus/Stomach,esophagus_squamous,,,PT-h9Imcs,ESCC,ESCC,,Adult,,RIKEN,,,MF-001-001,,,RCB1951,,
ACH-000354,CAPAN1,CAPAN1_PANCREAS,Capan-1,7536240.0,Male,ATCC,,,Adherent,IMDM + 20% FBS,,CVCL_0237,liver,Metastatic,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,40.0,SIDM00934,6410.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-MDCOET,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-005-004,,,HTB-79,,
ACH-000355,NCIH82,NCIH82_LUNG,NCI-H82,6880310.0,Male,ATCC,2.0,"-2,810634400",Mixed,RPMI + 10% FBS,"49,2",CVCL_1591,pleural_effusion,Metastatic,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,MISC,41.0,SIDM01131,15450.0,,Lung,SCLC,,,PT-TQn0DO,SCLC,SCLC,,Adult,caucasian,ATCC,,,MF-001-001,,,HTB - 175,,
ACH-000356,MKN45,MKN45_STOMACH,MKN-45,9253400.0,Female,HSRRB,2.0,"-2,329972466",Adherent,RPMI + 10% FBS,"76,1",CVCL_0434,liver,Metastatic,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,STAD,62.0,SIDM00247,15420.0,,Esophagus/Stomach,gastric_adenocarcinoma,diffuse_gastric,,PT-cE9wYI,DSTAD,DSTAD,,Adult,asian,HSRRB,,,MF-001-001,,,JCRB0254,,
ACH-000357,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JeKo-1,13277650.0,Female,DSMZ,0.0,"-8,178954995",Suspension,RPMI + 20% FBS,,CVCL_1865,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MISC,78.0,SIDM01038,21180.0,,Lymphoid,non_hodgkin_lymphoma,b_cell_mantle_cell,,PT-97FBgP,MCL,MCL,,Adult,,DSMZ,,,MF-001-020,,,ACC 553,,
ACH-000358,NCIH69,NCIH69_LUNG,NCI-H69,6880270.0,Male,ATCC,,,Suspension,RPMI + 10% FBS,,CVCL_1579,pleural_effusion,Metastatic,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,MISC,55.0,SIDM01121,10160.0,,Lung,SCLC,,,PT-XQlkPK,SCLC,SCLC,,Adult,caucasian,ATCC,,,MF-001-001,,,HTB-119,,
ACH-000359,MG63,MG63_BONE,MG-63,9081310.0,Male,ATCC,,,Adherent,EMEM + 10% FBS,,CVCL_0426,bone,Primary,Osteosarcoma,Osteosarcoma,SARC,14.0,SIDM00525,21700.0,,Bone,osteosarcoma,,,PT-qWqYVi,OS,OS,,Pediatric,caucasian,ATCC,,,MF-015-001,,,CRL -1428,,
ACH-000360,NCIH508,NCIH508_LARGE_INTESTINE,NCI-H508,9084420.0,Male,ATCC,0.0,"-3,258720067",Mixed,RPMI + 10% FBS,,CVCL_1564,abdomen,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,55.0,SIDM00777,350.0,,Bowel,caecum_adenocarcinoma,,,PT-M0lnCb,COAD,COAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CCL,,
ACH-000361,SKHEP1,SKHEP1_LIVER,SK-HEP-1,9097190.0,Male,ATCC,2.0,"-2,526605462",Adherent,MEM + 10% FBS,"80,9",CVCL_0525,ascites,Metastatic,Hepatocellular Carcinoma,Hepatocellular Carcinoma,LIHC,52.0,SIDM01110,8740.0,,Liver,hepatocellular_carcinoma,,,PT-sPLV6L,HCC,HCC,,Adult,caucasian,ATCC,,,MF-006-001,,,HTB-52,,
ACH-000362,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM-13,13309470.0,Male,DSMZ,3.0,"-3,152902447",Suspension,RPMI + 20% FBS,,CVCL_2119,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,20.0,SIDM00437,7470.0,,Myeloid,AML,,,PT-H3wdRq,AML,AML,,Adult,,DSMZ,,,MF-001-020,,,ACC 554,,
ACH-000363,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,7536120.0,Male,DSMZ,2.0,"-4,718427379",Suspension,RPMI + 10% FBS,"95,3",CVCL_1699,haematopoietic_and_lymphoid_tissue,Primary,Mature B-Cell Neoplasms,Plasma Cell Myeloma,MISC,54.0,SIDM00391,10030.0,,Lymphoid,multiple_myeloma,,,PT-35DpVF,PCM,PCM,,Adult,,DSMZ,,,MF-001-001,,,ACC 430,,
ACH-000364,U2OS,U2OS_BONE,U-2 OS,9097760.0,Female,ATCC,2.0,"-3,887180123",Adherent,McCoy's 5A + 10% FBS,"47,4",CVCL_0042,bone,Primary,Osteosarcoma,Osteosarcoma,SARC,15.0,SIDM01191,11450.0,,Bone,osteosarcoma,,,PT-WN1oZd,OS,OS,,Pediatric,caucasian,ATCC,,,MF-023-001,,,HTB-96,,
ACH-000365,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,13310350.0,Male,DSMZ,2.0,"-3,592702447",Suspension,RPMI + 20% FBS,"73,1",CVCL_0539,pleural_effusion,Metastatic,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBC,38.0,SIDM00405,14500.0,,Lymphoid,non_hodgkin_lymphoma,DLBCL,,PT-I24dRR,DLBCLNOS,DLBCLNOS,,Adult,,DSMZ,,,MF-001-020,,,CRL-2957,,
ACH-000366,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,6880860.0,Female,ATCC,2.0,"-4,252933964",Adherent,DMEM + 10% FBS + 100uM NEAA,"78,7",CVCL_1701,bone_marrow,Metastatic,Neuroblastoma,Neuroblastoma,MISC,2.0,SIDM01100,8670.0,,Peripheral Nervous System,neuroblastoma,,MYCN_amp,PT-lIgcxS,NBL,NBL,,Pediatric,caucasian,ATCC,,,MF-002-002,,,CRL-2149,,
ACH-000367,NCIH226,NCIH226_LUNG,NCI-H226,9059410.0,Male,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1544,pleural_effusion,Metastatic,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MESO,,SIDM00139,12210.0,,Pleura,NSCLC,NSCLC_squamous,,PT-hfcpvz,PLEMESO,PLEMESO,,Unknown,,ATCC,,,MF-001-001,,,CRL-5826,,
ACH-000368,SNU1105,SNU1105_CENTRAL_NERVOUS_SYSTEM,SNU-1105,,Male,KCLB,2.0,"-3,560200492",Adherent,RPMI + 10% FBS,"72,6",CVCL_5010,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,61.0,,,,CNS/Brain,glioma,glioblastoma,,PT-U0kXHW,GB,GB,,Adult,asian,KCLB,,,MF-001-001,,,1105,,
ACH-000369,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM-16,13309480.0,Female,DSMZ,,,Suspension,RPMI + 20% FBS,,CVCL_2120,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,77.0,SIDM00435,12290.0,,Myeloid,AML,,,PT-sUmz7V,AML,AML,,Adult,asian,DSMZ,,,MF-001-020,,,ACC 555,,
ACH-000370,SNU626,SNU626_CENTRAL_NERVOUS_SYSTEM,SNU-626,,Male,KCLB,1.0,"-1,603534385",Adherent,RPMI + 10% FBS,"54,4",CVCL_5080,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,65.0,,,,CNS/Brain,glioma,glioblastoma,,PT-HHIjR4,GB,GB,,Adult,asian,KCLB,,,MF-001-001,,,,,
ACH-000371,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RL,9108610.0,Male,ATCC,2.0,"-3,896033282",Suspension,RPMI + 20% FBS,73,CVCL_1660,ascites,Metastatic,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBC,52.0,SIDM01089,12730.0,,Lymphoid,non_hodgkin_lymphoma,b_cell,,PT-B4jW32,DLBCLNOS,DLBCLNOS,,Adult,caucasian,ATCC,Unknown,,MF-001-020,,,CRL-2261,,
ACH-000372,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,9092510.0,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1630,haematopoietic_and_lymphoid_tissue,Primary,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,7.0,SIDM00463,21530.0,,Lymphoid,ALL,t_cell,,PT-n3wTBx,TLL,TLL,,Pediatric,,DSMZ,,,MF-001-001,,,34,,
ACH-000373,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM-1,9097220.0,Male,HSRRB,0.0,"-3,374198484",Suspension,RPMI + 20% FBS,,CVCL_0098,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,76.0,SIDM00380,3040.0,,Myeloid,AML,,,PT-8qF7hQ,AML,AML,,Adult,asian,HSRRB,,,MF-001-020,,,JCRB0118,,
ACH-000374,HCC1143,HCC1143_BREAST,HCC1143,7497100.0,Female,ATCC,2.0,"-3,489951532",Adherent,RPMI + 10% FBS,84,CVCL_1245,breast,Primary,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,52.0,SIDM00866,13160.0,,Breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,PT-UPBMOO,IDC,IDC,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2321,,
ACH-000375,G402,G402_SOFT_TISSUE,G-402,9072980.0,Female,ATCC,2.0,"-3,281017999",Adherent,McCoy's 5A + 10% FBS,"81,1",CVCL_1221,kidney,Primary,Renal Cell Carcinoma,Renal Cell Carcinoma,MISC,0.0,SIDM00855,10890.0,,Kidney,malignant_rhabdoid_tumor,,,PT-U7nXm3,RCC,RCC,,Pediatric,caucasian,ATCC,,,MF-023-001,,,CRL-1440,,
ACH-000376,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,9059850.0,Female,Academic lab,2.0,"-5,904092830",Adherent,RPMI + 10% FBS,"79,1",CVCL_1690,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,67.0,SIDM00084,11640.0,,CNS/Brain,glioma,glioblastoma,,PT-O9gP17,GB,GB,,Adult,,NCI/DCTD,,,MF-001-001,,,C0005005,,
ACH-000377,SNU478,SNU478_BILIARY_TRACT,SNU-478,,Unknown,KCLB,2.0,"-3,502577923",Adherent,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,"80,4",CVCL_5065,biliary_tract,Primary,Ampullary Carcinoma,Ampullary Carcinoma,MISC,,SIDM00160,,,Ampulla of Vater,cholangiocarcinoma,extrahepatic,,PT-gf9GtH,AMPCA,AMPCA,,Unknown,asian,KCLB,Unknown,,MF-001-005,,,00478,,
ACH-000378,NCIH647,NCIH647_LUNG,NCI-H647,12401910.0,Male,ATCC,2.0,"-3,102154265",Adherent,RPMI + 10% FBS,89,CVCL_1574,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,MISC,56.0,SIDM01125,9550.0,,Lung,NSCLC,NSCLC_adenosquamous,,PT-svCGFs,LUAS,LUAS,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-5834,,
ACH-000379,NCIH1781,NCIH1781_LUNG,NCI-H1781,12983500.0,Female,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1494,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,66.0,SIDM00754,22280.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-ZMox9l,LUAD,LUAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-5894,,
ACH-000380,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,9072810.0,Female,DSMZ,0.0,"-1,956101309",Suspension,RPMI + 20% FBS,"97,2",CVCL_1334,bone_marrow,Primary,Mature B-Cell Neoplasms,Plasma Cell Myeloma,MISC,64.0,SIDM01020,20870.0,,Lymphoid,multiple_myeloma,,,PT-n47XwC,PCM,PCM,,Adult,,DSMZ,,,MF-001-020,,,ACC 551,,
ACH-000381,T84,T84_LARGE_INTESTINE,T84,9097610.0,Male,ATCC,3.0,"-3,643211420",Adherent,DMEM:F12 + 5% FBS,"80,3",CVCL_0555,lung,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,72.0,SIDM00782,9970.0,,Bowel,colorectal_adenocarcinoma,,,PT-3aeu41,COAD,COAD,,Adult,,ATCC,,,MF-007-008,,,CCL-248,,
ACH-000382,CORL24,CORL24_LUNG,COR-L24,,Male,ECACC,,,Suspension,RPMI + 10% FBS + 2mM Glutamine,,CVCL_2409,lymph_node,Metastatic,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,MISC,71.0,,,,Lung,SCLC,,,PT-LoagR0,SCLC,SCLC,,Adult,,ECACC,,,MF-001-003,,,,,
ACH-000383,OE33,OE33_OESOPHAGUS,OE33,9105490.0,Female,HPACC,2.0,"-3,507422613",Adherent,RPMI + 10% FBS,"89,6",CVCL_0471,oesophagus,Primary,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA,73.0,SIDM00477,15540.0,,Esophagus/Stomach,esophagus_adenocarcinoma,,,PT-MSH6ZN,ESCA,ESCA,,Adult,caucasian,HPACC,,,MF-001-001,,,OE33,,
ACH-000384,SW780,SW780_URINARY_TRACT,SW 780,6874570.0,Female,ATCC,,,Adherent,L-15 + 10% FBS,,CVCL_1728,urinary_tract,Primary,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,80.0,SIDM01160,20390.0,,Bladder/Urinary Tract,bladder_carcinoma,bladder_transitional_cell,,PT-9PFG4H,BLCA,BLCA,,Adult,caucasian,ATCC,,,MF-021-001,,,CRL-2169,,
ACH-000385,SKRC52,SKRC52_KIDNEY,SK-RC-52,,Female,Academic lab,2.0,"-3,130590586",Adherent,RPMI + 10% FBS + 100uM NEAA,"82,3",CVCL_6198,kidney,Primary,Renal Cell Carcinoma,Renal Cell Carcinoma,MISC,51.0,,,This line was previously thought to be SK-RC-20 but upon STR analysis is actually SK-RC-52.,Kidney,renal_cell_carcinoma,,,PT-uqel7p,RCC,RCC,,Adult,,Bill Kaelin (DFCI),,,MF-001-002,,,,,
ACH-000386,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,9072780.0,Male,ATCC,,,Suspension,IMDM + 20% FBS,,CVCL_0374,bone_marrow,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,59.0,SIDM00785,1930.0,,Myeloid,AML,,,PT-7cCzYA,AML,AML,,Adult,caucasian,ATCC,,,MF-005-004,,,CCL-246,,
ACH-000387,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TF-1,,Male,ATCC,3.0,"-4,468284076",Suspension,RPMI + 10% FBS + 2ng/ml hG-CSF,,CVCL_0559,bone_marrow,,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,35.0,,,,Myeloid,AML,,,PT-JUL0sC,AML,AML,,Adult,asian,ATCC,,,MF-001-048,,,CRL-2003,,
ACH-000388,NUDHL1,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NU-DHL-1,,Male,DSMZ,,,Suspension,RPMI + 20% FBS,,CVCL_1876,lymph_node,Metastatic,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBC,73.0,,,,Lymphoid,non_hodgkin_lymphoma,DLBCL,,PT-U7LNgP,DLBCLNOS,DLBCLNOS,,Adult,caucasian,DSMZ,,,MF-001-020,,,ACC 583,,
ACH-000389,H4,H4_CENTRAL_NERVOUS_SYSTEM,H4,9070420.0,Male,ATCC,2.0,"-2,442739731",Adherent,RPMI + 10% FBS,"72,9",CVCL_1239,central_nervous_system,Primary,Diffuse Glioma,Astrocytoma,LGG,37.0,SIDM00852,12440.0,,CNS/Brain,glioma,,,PT-9RF4Fl,ASTR,ASTR,,Adult,caucasian,ATCC,,,MF-001-001,,,HTB-148,,
ACH-000390,LUDLU1,LUDLU1_LUNG,LUDLU-1,,Male,ECACC,2.0,"-3,981974828",Adherent,RPMI + 10% FBS,"86,8",CVCL_2582,lung,Primary,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,72.0,,,,Lung,NSCLC,NSCLC_squamous,,PT-gDZo34,LUSC,LUSC,,Adult,caucasian,ECACC,,,MF-001-001,,,92012463,,
ACH-000391,MHHES1,MHHES1_BONE,MHH-ES-1,9081340.0,Male,DSMZ,2.0,"-2,911459000",Adherent,RPMI + 10% FBS,"61,4",CVCL_1411,ascites,Metastatic,Ewing Sarcoma,Ewing Sarcoma,SARC,12.0,SIDM00386,3390.0,,Bone,Ewing_sarcoma,,EWS_FLI,PT-APr9xS,ES,ES,,Pediatric,caucasian,DSMZ,,,MF-001-001,,,ACC 167,,
